site,country,title,author,content_publish_date,paragraph_text
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Buffalo addressed the position with its first selection in the draft, Keon Coleman, and is presumably hoping tight end Dalton Kincaid can help fill the receiving void, too. Third-year receiver Khalil Shakir looks like an emerging talent with 2.05 yards per route run last season, and the Bills signed free agent receivers Curtis Samuel, Mack Hollins and Marquez Valdes-Scantling. Buffalo did not have a ton of options after dealing Diggs, as it's tight up against the salary cap this year and next. But the Bills didn't have to trade Diggs, and once they did, they should have looked at a higher-caliber veteran at the position."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Elsewhere, the team made solid moves to lock up underrated talents such as defensive tackle DaQuan Jones, cornerback Taron Johnson and Dawkins. They are all key players who should help Buffalo maintain as a Super Bowl contender ... if Allen gets receiving help."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Extending QB Trevor LawrenceMove I liked: Trading down and drafting WR Brian Thomas Jr.Move I disliked: Losing CB Darious Williams
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Jacksonville's offseason started with coaching moves that surprised me. It fired defensive coordinator Mike Caldwell but retained offensive coordinator Press Taylor even though the offense ranked 26th in EPA per play despite having Lawrence at quarterback. (The defense ranked 14th.)
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The most significant moment in Jacksonville's offseason came last week, though, when the team signed Lawrence to a five-year, $275 million contract with $142 million guaranteed at signing. Though the $55 million per year number ties Joe Burrow for the most expensive APY, Burrow's deal was signed a year ago and therefore was more expensive."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Though it's big money, Lawrence's deal is not among the top 10 contracts in terms of APY over the past decade after adjusting for cap inflation. It's closer in line to Dak Prescott's deal in 2021, according to historical contract data from OverTheCap. I'm a believer in Lawrence and think signing him now makes sense -- the price will go up next year because of cap inflation but also because he'll likely be coming off a better season."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The team also signed edge Josh Allen to a five-year deal with $76.5 million fully guaranteed, averaging more than $28 million per year. I'm a little wary given that Allen has just one season with 11 sacks or more (17.5 last season) and his pass rush win rate is just average at 16%. I might have been tempted to let him play on the franchise tag in 2024 and see if he can repeat his performance."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","On offense, the Jaguars lost a key player in wide receiver Calvin Ridley. Although it's a blow, I don't think I'd fault the Jaguars for not matching the high price. Instead, the team signed Gabe Davis and drafted Thomas to join Christian Kirk. The Thomas selection came after the team made a heist of a trade with the Vikings, moving down six spots in exchange for third-, fourth- and fifth-round picks across 2024 and 2025."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Jaguars signed defensive tackle Arik Armstead, who is coming off knee surgery, to a deal that included $28 million fully guaranteed. They hope he can shore up their run defense, the weakness of their defense last season, and assist the pass rush. The team also got value in signing center Mitch Morse and re-signing guard Ezra Cleveland, but lost Williams, who is coming off a strong season in which he allowed a better-than-average 1.0 yards per coverage snap, to the Rams in free agency."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Damien Woody emphasizes the need for Jaguars quarterback Trevor Lawrence to limit his turnovers this season.
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Trading for edge rusher Brian BurnsMove I liked: Signing OL Jermaine Eluemunor and Jon RunyanMove I disliked: The cost of trading and extending Burns
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Giants' biggest splash was their trade and ensuing contract for Burns. It was a curious choice, as the Giants spent a lot of capital to upgrade one of their only strengths -- maybe their only strength. And they did it at a time when they don't appear close to contention. As good of a player as Burns is, they traded a premium draft pick for the right to pay top money to a player."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Giants are hamstrung by their Daniel Jones contract error a year ago, when they guaranteed the quarterback $80 million with the franchise tag available. That didn't preclude them from going after another quarterback -- they tried to trade up to pick Drake Maye -- but once they failed to make that move, I think it was OK to pass on the second tier of rookie QBs."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","I like the more under-the-radar free agent signings of Eluemunor and Runyan, who should help the offensive line. On the other hand, fully guaranteeing $9.5 million to running back Devin Singletary seemed unnecessary. The loss of safety Xavier McKinney stings but at least the Giants are likely to receive a fourth-round compensatory pick for him."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Drafting QB Jayden DanielsMove I liked: Signing edge rusher Dorance ArmstrongMove I disliked: Not upgrading the offensive line more
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Commanders are headed in a new direction with a new coach and, most importantly, a new quarterback in Daniels. How they fare will largely hinge on the Daniels' performance, though we're primarily judging how they have elected to build the team around him."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The team made a slew of midlevel free agency moves to improve the roster, signing Armstrong, center Tyler Biadasz, guard Nick Allegretti, linebackers Frankie Luvu and Bobby Wagner, quarterback Marcus Mariota, running back Austin Ekeler and safety Jeremy Chinn. Luvu and Wagner are a fun combination that could turn linebacker into a strength if Wagner has more left in the tank. And Armstrong is a solid edge rusher who recorded a better-than-average 18% pass rush win rate last season."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Commanders have the second-most cap space in the league (and third-most in 2025) and should have used some of those resources on the offensive line. Of their five projected starters on the depth chart -- Brandon Coleman, Allegretti, Biadasz, Sam Cosmi and Andrew Wylie -- only Cosmi qualified and had an above-average pass block win rate at his position last season. That's not ideal for a rookie quarterback."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Kendall Fuller leaving in free agency could sting on defense, as it leaves a weakness at corner."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Extending QB Jared Goff for $113.6 million fully guaranteedMove I liked: Signing G Kevin Zeitler and re-signing G Graham Glasgow at value pricesMove I disliked: The price they paid to extend Goff
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The most important transaction the Lions made was the four-year, $212 million extension they handed to Goff. It's not a move I can endorse at that price. And it has the potential to hamper the organization for years. Goff is a divisive talent, but I think most would agree he's not a top-10 QB and that offensive coordinator Ben Johnson deserves a fair share of credit for Detroit's offensive success. If Johnson leaves for a head-coaching job in the near future, how effective would Goff be? It's a fair question."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Predict OVER or UNDER for every team's win total. FREE to play. $5K in prizes! Make Your Picks
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Had the Lions let Goff play out his 2024 deal (roughly $27 million in cash) and then given him the nonexclusive franchise tag in 2025 and again in 2026 and again in 2027, that would be roughly 1 year/$27 million or 2/$69M or 3/$120M or 4/$193M, based on OverTheCap's 2025 franchise tag projections and assuming a 20% raise each year after that for future tags. With this deal, it's either 1/$119M or 2/$154M or 3/$172M or 4/$194M or 5/$241M. The Lions lost their flexibility and now need Goff to play on this contract through 2027 just to break even -- or through 2028 to get any value -- relative to the tag."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","What are the odds the Lions want Goff to be their quarterback in 2027? I'm not sure they are that high and the downside is significant if the team decides to move off Goff in the next year or two, like the Rams did when they sent him to Detroit. While there probably is some value in the team demonstrating faith in its quarterback, this was an awfully expensive way to do it -- particularly in terms of costing future optionality on him."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","As far as good news, the Lions were able to secure crucial value deals for Glasgow and Zeitler in what was a very expensive guard market. They brought in DJ Reader at defensive tackle and signed Marcus Davenport on a worthwhile one-year flier to fill a need at edge opposite Aidan Hutchinson. The team spent its first two draft picks filling out its major need at corner, though they sacrificed value to trade up for Terrion Arnold."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Lions also signed offensive tackle Penei Sewell and wide receiver Amon-Ra St. Brown to contracts at the very high end of the market, but those players are deserving of high-end deals."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Signing QB Kirk CousinsMove I liked: Signing Cousins ... prior to drafting QB Michael Penix Jr.Move I disliked: Drafting Penix at No. 8 overall after the Cousins deal
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Fully guaranteeing Cousins $90 million is fine. Drafting Penix at No. 8 overall is fine. The same franchise doing both? Not fine.
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","NFL teams have hard constraints on roster-building resources with the salary cap and draft capital. Because of this, each of these moves detracts from the value of the other. Signing Cousins made sense because it allows the Falcons to take advantage of their weak division with improved quarterback play. While they didn't have a stacked roster entering the offseason, the building blocks were there and if they hit their acquisitions in free agency and the draft just right they could be a true NFC contender with a healthy Cousins. Selecting Penix, naturally, diminished that chance."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","On the flip side, the value of a quarterback on a rookie contract allows a franchise to invest in the roster around him because rookies come so cheap. But in this case, they pay a veteran QB price for Cousins in the first two years of Penix's contract. To make the two moves together shows a lack of vision."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Atlanta's biggest move in free agency (besides Cousins) was signing wide receiver Darnell Mooney to a deal that included $26 million fully guaranteed. It was worth it, though, given the team's need at receiver beyond Drake London. At the time I wrote that Atlanta would likely view Mooney as a WR3 that would fit nicely along with London and a first-round instant-impact rookie. That could have come to fruition, as Rome Odunze was still on the board when Atlanta selected. Instead, they picked a player they hope won't see the field for a couple of seasons."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Falcons did flip quarterback Desmond Ridder for receiver Rondale Moore, but they still could use another pass-catcher for Cousins ... unless tight end Kyle Pitts finally regains his 2021 rookie form."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Drafting QB J.J. McCarthyMove I liked: Signing edge rusher Jonathan GreenardMove I disliked: Trading up twice to draft DE Dallas Turner
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",The Vikings set a new course. They opted to let quarterback Kirk Cousins walk -- a reasonable choice given his age and Achilles injury -- and thrust themselves into the open waters of the quarterback market.
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","They signed Sam Darnold, who made sense as a useful stopgap but nothing more. But their eyes were set on the rookies. At first blush the team's move to surrender a future second-round pick to move up from 42 to 23 seemed odd. What Minnesota gave up was worth more than what it got back -- but the assumption was that it was part of a larger package with the No. 11 pick to trade up into the early part of the first round for a quarterback. When it became apparent that wasn't the case, the move looked illogical."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","That the Vikings were not able to trade up into the top three isn't on them -- it takes two to tango -- and they deserve credit for holding out and not trading up for McCarthy until they were one pick away, flipping spots with the Jets and picking him at 10. But later in the first round, the team traded a ton of value to move up from 23 to 17 for Turner. It was a very pricey trade in its own right, but if we consider the entire move from 42 to 17 and combine the two trades, it was an overwhelming price to pay."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Vikings signed receiver Justin Jefferson to a massive long-term deal, as they should have. Although the $35 million APY comes with a little sticker shock, it could have been richer. After adjusting for cap inflation, the APY and guaranteed money at signing trailed recent deals for other top non-QBs such as T.J. Watt and Nick Bosa. I also loved the signing of Greenard, who posted strong pass rush and run stop win rates last season, especially considering that he was cheaper than Danielle Hunter."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Vikings made an egregious error in free agency with regard to compensatory picks according to Nick Korte of OverTheCap, who asserted that the team will lose out on a projected third-round compensatory pick for Hunter because it signed cornerback Shaquill Griffin to a one-year, $4.6 million contract."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Pat McAfee and Ty Schmit evaluate the Vikings' QB options between veteran Sam Darnold and rookie J.J. McCarthy.
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Not signing its stars to new contractsMove I liked: Spending two of their first three picks on the offensive lineMove I disliked: Not signing QB Dak Prescott to an extension
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Owner Jerry Jones said the Cowboys were ""all-in"" and then spent free agency doing ... almost nothing."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","In fact, their most notable offseason move was not signing wide receiver CeeDee Lamb, linebacker Micah Parsons or Prescott to new deals. The last is the most problematic: Prescott cannot be franchise-tagged after this season, which means if the Cowboys do not sign him to a new deal, he could enter next offseason as a true free agent. If Dallas is having second thoughts about Prescott based on how the 2023 season ended, it shouldn't -- Prescott finished second in QBR and was an MVP candidate up until the end. The Cowboys are fortunate to have a franchise QB and shouldn't risk losing him."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Waiting to sign Lamb has probably cost them money, too. While impossible to know the nature of negotiations, the fact that they waited until 2024 and after Justin Jefferson signed his $35 million APY new contract probably raised Lamb's price, too."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Cowboys let offensive tackle Tyron Smith walk to the Jets for cheap (just $6.5 million fully guaranteed) and while they have other players who can play tackle -- Terence Steele, Chuma Edoga, Tyler Smith and first-round pick Tyler Guyton -- Smith is coming off a strong season and could have been an asset for a team with Super Bowl aspirations."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","And with such a strong core, Dallas is a Super Bowl contender. Sitting pat in free agency -- their biggest moves were for cornerback Jourdan Lewis, linebacker Eric Kendricks and running Ezekiel Elliott, each getting less than $3 million in fully guaranteed money -- doesn't feel ideal, but the team is going to have to eventually pay those stars, and that will take resources."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Failing to acquire a long-term solution at QBMove I liked: Re-signing C Andre JamesMove I disliked: Not trading WR Davante Adams
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",The Raiders demonstrated the follies of the move not made this offseason.
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","First, they failed to secure a long-term solution (or even a long-term hope) at quarterback, though I don't knock them too heavily for that. Vegas entered the offseason in an unenviable position of needing a quarterback, not having the roster to support a major signing like Kirk Cousins and drafting last among a slew of QB-needy teams. The Raiders could have traded up, but it would have been for one of the second-tier quarterbacks. In lieu of a long-term solution, they paid a non-trivial $15 million guaranteed to Gardner Minshew, though he's coming off a solid season in Indianapolis."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Instead, the real issue was what they didn't do within the context of not securing a quarterback. The team needed to recognize its noncontender status and should have shifted its focus into acquiring resources to set itself up nicely for when it can acquire a quarterback and become a contender again."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The biggest failure was not trading Adams, which is almost inexcusable in the Raiders' current state. The 31-year-old wide receiver has one cheap year left on his contract ($17.5 million for a trading team) and Las Vegas needed to cash in for draft capital now. Instead, it is running out the clock on a depreciating asset. Likewise, the Raiders ought to have traded down and acquired future assets that could have been used on or to support a future quarterback."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Elsewhere, the Raiders spent a ton on defensive tackle Christian Wilkins, which I criticized at the time as an overpay. He helps their defense, but I don't know if he's worth the price paid."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","I liked the Raiders re-signing James to a three-year, $24 million deal with $13 million fully guaranteed, as James ranked second in pass block win rate among centers last season. I also liked the signing of Cody Whitehair -- who ranked sixth among guards in the same metric -- to a $2.5 million deal."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Drafting OT Taliese Fuaga in the first roundMove I liked: Signing DE Chase YoungMove I disliked: Failing to trade veterans
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Saints are addicted to mediocrity. And because of that, they failed to improve their future selves this offseason."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",FREE to play. Create up to 5 entries and compete for 57 prizes worth $100K. Make Your Picks
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Their salary cap situation is bad. According to Roster Management, the Saints have $15 million in cap space despite quarterback Derek Carr, cornerback Marshon Lattimore, defensive end Cameron Jordan, quarterback/tight end Taysom Hill, offensive tackle Ryan Ramczyk, linebacker Demario Davis, center Erik McCoy, safety Tyrann Mathieu and defensive Carl Granderson all having a base salary under $1.5 million to keep their 2024 cap hits low. Which is exactly why the team is $77.6 million over the salary cap in 2025 currently -- over $50 million more than any other team. A team could (maybe) justify this process if it was in a championship window, but that is not the Saints!"
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The team ought to be shedding as much salary as it can and converting the low-salary players into draft capital via trades to jump-start a full rebuild. Instead, the Saints are running it back with a 9-8 team led by Carr. The team's big move in free agency was signing Young to a one-year, fully guaranteed $13 million deal, a move I like. Young had an above-average 19% pass rush win rate at edge rusher in 2023 and could be a productive player for New Orleans in 2024, then potentially land the team a compensatory pick for signing elsewhere in free agency next year."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Because Ramczyk's knee is not recovering as quickly as hoped and his status for 2024 is uncertain, New Orleans essentially needed to select a tackle early in the 2024 draft. It did that, taking Fuaga at No. 14 overall."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","KANSAS CITY, Missouri -- Marissa Gencarelli is hard at work on a few small griddles inside what looks like a shipping container on the concourse of CPKC Stadium. It is opening day for the first stadium built specifically for a NWSL team, and Gencarelli is preparing for the oncoming rush of fans to order tacos and nachos."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","This isn't standard stadium fare, however -- don't even think about squeezing artificial cheese sauce out of a dispenser for those nachos."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Gencarelli, along with her husband, Mark, co-own Yoli Tortilleria, which in 2023 won the first outstanding bakery distinction from the prestigious James Beard Awards. Yoli is one of 11 local Kansas City restaurants with a gameday presence at CPKC Stadium, which is the home of the Kansas City Current. The stadium food options range from Joe's Bar-B-Que, a famous area staple, to acai bowls and gluten-free Thai food."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","""Especially for the fans that are not necessarily from Kansas City, but the ones that are coming from outside, they can see how rich and diverse Kansas City is,"" Gencarelli told ESPN from her office in Yoli's manufacturing building just outside downtown. ""I think that we always get painted as just barbeque, but in our culinary [scene] we are much more."""
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","CPKC Stadium is an outlier as the only purpose-built NWSL stadium, but the Current's approach to an elevated food and fan experience is part of a wider trend in the league -- and across sports. Concessions are evolving from the basic stadium menus of hot dogs and fried chicken, and fans with more refined palates have plenty of options, now."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET",Improving stadium experiences is one of NWSL leadership's biggest priorities right now. NWSL commissioner Jessica Berman explicitly cited strong facilities as a determining factor in the ongoing expansion bid process in a recent conversation with ESPN.
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","She has repeatedly stressed the need for current teams in the league to find solutions that put them in control of their gameday experiences. Last week, the Chicago Red Stars expressed their discontent that a newly added music festival at their home stadium has them scrambling for a solution to an overlapping home game that is scheduled to air on national TV."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Building a new stadium is the most drastic and expensive of solutions, though. For now, teams across the NWSL have made efforts to improve the gameday experience in different ways. Offering unique food options is among the lower-hanging fruit, but teams are getting creative."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","The Orlando Pride, who share INTER&Co Stadium with MLS' Orlando City, launched an initiative similar to Kansas City's in 2023 called ""Orlando Made."" The concept brought local, well-known food vendors into the stadium to provide familiar, elevated options for fans on gamedays. ""Orlando Made"" just won a local award as the best hospitality and dining category."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Orlando's attendance has historically been relatively poor, and while there's a long way to go, paid attendance is up 64% this year, according to a Pride spokesperson. Having better food options might not attract a fan who otherwise doesn't care about soccer to show up to the stadium, but the fan experience is also an important part of fan retention."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","On opening day at CPKC Stadium, 49-year-old Eric Kennedy was clad in the Current's new secondary white-and-teal jersey as he admired the pork and pozole he just bought from Room 39, a farm-to-table restaurant that he frequents in Kansas City. He wasn't sure how they'd make the concept work in the stadium, but the ancho chili braised pork shoulder with corn pozole and chimichurri was on point."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","""I love the stadium,"" Kennedy told ESPN. ""If they provide good, unique foods at a place, I'll try them out. I've been places with the really soggy chicken tenders and I'm like, 'I don't know.' I won't repeat that. But if they do quality stuff, I'll pay a little extra for quality."""
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET",Stream the NWSL live on ESPN+ and catch all the action. Sign up for ESPN+ now.
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","At the opposite corner of the stadium, 18-year-old Kate Martorana was standing in line with her dad to purchase her second acai bowl before kickoff. Ruby Jean's Juicery offers bowls and cold pressed juices more likely to be found at a local health food market than in a sports stadium."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Steps away on the concourse, Gencarelli was busy whipping up barbacoa tacos and a vegan alternative along with house-made chips made from heirloom red and white corn to match the team's colors. (A teal chip to match the Current's most dominant color would have been challenging, she joked.)"
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Yoli uses simple, traditional Mexican recipes and approaches -- Gencarelli's roots are in Sonora -- and sources everything locally. Surrounding the conveyer belts at the company's manufacturing center are bags of different colored corn sourced primarily from Kansas, Missouri, and Illinois."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Kansas City has sold out every game thus far at CPKC Stadium, where the official capacity is 11,500. The Current are the off-field NWSL success story of 2024 (they're also unbeaten through 13 games) and they have opened the eyes of other team's ownership groups to the tangible, layered benefits of owning a stadium."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","""There are, in general, just so many other opportunities to drive revenue, but to drive long-term fandom and branding in a way that that just isn't possible if you're renting in someone else's facilities,"" Current co-owner Angie Long said in March."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Most NWSL teams don't have that luxury, however, so they've improved the fan experience in other ways."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","NJ/NY Gotham FC is a second tenant at Red Bull Arena in Harrison, New Jersey, which puts certain limits on how much the team's home stadium truly feels like home. Still, the defending NWSL champions have found ways to enhance the fan experience outside of the game."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Carolyn Tisch Blodgett, Gotham's lead operating owner, detailed in a recent interview with ESPN how the team has created a fan festival outside of the stadium on game days. The enhancements run the gamut from music and food trucks to face painting. It's all a step toward creating a community around and affinity for the team that has not historically existed -- not in ample volume, anyway."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","""A year ago, we were winning the championship, and we arguably had the best product on the field for 90 minutes -- and that is essential,"" Tisch Blodgett said. ""Every great product, marketing story starts with the best product. We had that -- we won the championship. What we didn't have was the three-hour experience around it that made it a really special event to go to and one that you would want to show up to over and over."""
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Gotham ranked in the bottom half of the NWSL in attendance last year, with about 6,300 fans per game. There have been signs of growth this year, including an announced crowd of 11,662 for the team's most recent home game, against Los Angeles-based Angel City FC."
espn,us,How NWSL teams are elevating the gameday experience for fans,Jeff Kassouf,"Jun 18, 2024, 08:00 AM ET","Tisch Blodgett said that Gotham borrowed ideas from Angel City, which has one of the best gameday experience in the NWSL alongside Kansas City."
